No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date_time,date_time_month,RAIN_GROUP
20171,2015,6,19,10,9.0,34.0,2.0,42.0,700.0,29.0,20.2,1006.0,15.6,0.1,E,2.6,Tiantan,2015-06-19 10:00:00,2015-06,No Rain
20176,2015,6,19,15,44.0,44.0,4.0,27.0,1000.0,100.0,18.5,1007.3,15.4,4.8,ENE,1.8,Tiantan,2015-06-19 15:00:00,2015-06,Moderate Rain
20177,2015,6,19,16,34.0,55.0,2.0,30.0,900.0,60.0,20.5,1007.2,15.1,0.2,NE,1.2,Tiantan,2015-06-19 16:00:00,2015-06,No Rain
20178,2015,6,19,17,30.0,30.0,2.0,36.0,900.0,52.0,22.3,1007.0,14.2,0.1,ENE,1.7,Tiantan,2015-06-19 17:00:00,2015-06,No Rain
20259,2015,6,23,2,213.0,255.0,14.0,73.0,1900.0,71.0,23.6,1002.9,18.9,0.3,ENE,1.8,Tiantan,2015-06-23 02:00:00,2015-06,No Rain
20331,2015,6,26,2,121.0,121.0,2.0,25.0,900.0,88.0,21.1,995.6,19.4,5.3,SSW,0.7,Tiantan,2015-06-26 02:00:00,2015-06,Moderate Rain
20332,2015,6,26,3,120.0,120.0,2.0,27.0,1000.0,88.0,20.8,995.7,19.6,9.6,S,0.3,Tiantan,2015-06-26 03:00:00,2015-06,Heavy Rain
20334,2015,6,26,5,116.0,116.0,2.0,20.0,1100.0,102.0,20.6,996.2,20.1,2.6,E,1.4,Tiantan,2015-06-26 05:00:00,2015-06,Light Rain
20335,2015,6,26,6,111.0,111.0,2.0,28.0,1200.0,96.0,20.5,996.1,20.0,0.9,ENE,1.3,Tiantan,2015-06-26 06:00:00,2015-06,No Rain
20336,2015,6,26,7,114.0,114.0,2.0,29.0,1200.0,93.0,20.8,996.6,20.3,0.4,E,1.3,Tiantan,2015-06-26 07:00:00,2015-06,No Rain
20337,2015,6,26,8,120.0,120.0,2.0,43.0,1200.0,82.0,21.6,997.1,20.2,0.1,ESE,0.9,Tiantan,2015-06-26 08:00:00,2015-06,No Rain
20350,2015,6,26,21,191.0,191.0,3.0,42.0,1500.0,173.0,23.3,997.6,21.2,2.6,W,2.3,Tiantan,2015-06-26 21:00:00,2015-06,Light Rain
20351,2015,6,26,22,67.0,67.0,2.0,37.0,1000.0,114.0,21.7,998.1,18.5,0.3,NNW,3.4,Tiantan,2015-06-26 22:00:00,2015-06,No Rain
20352,2015,6,26,23,30.0,30.0,2.0,35.0,700.0,97.0,21.2,998.4,19.1,0.1,S,0.4,Tiantan,2015-06-26 23:00:00,2015-06,No Rain
20418,2015,6,29,17,19.0,19.0,2.0,28.0,600.0,62.0,18.6,1003.3,17.8,0.3,ENE,2.2,Tiantan,2015-06-29 17:00:00,2015-06,No Rain
20420,2015,6,29,19,19.0,20.0,2.0,36.0,700.0,45.0,18.4,1004.3,17.7,0.1,ENE,1.5,Tiantan,2015-06-29 19:00:00,2015-06,No Rain
20421,2015,6,29,20,24.0,24.0,2.0,49.0,700.0,31.0,18.5,1004.6,17.0,0.4,E,1.5,Tiantan,2015-06-29 20:00:00,2015-06,No Rain
20431,2015,6,30,6,13.0,13.0,2.0,51.0,600.0,10.0,19.5,1002.1,15.6,0.1,WNW,2.3,Tiantan,2015-06-30 06:00:00,2015-06,No Rain
20432,2015,6,30,7,9.0,9.0,2.0,39.0,500.0,28.0,18.1,1002.5,13.4,0.1,NW,3.3,Tiantan,2015-06-30 07:00:00,2015-06,No Rain
20433,2015,6,30,8,6.0,8.0,2.0,42.0,500.0,28.0,18.3,1002.5,13.8,0.2,NW,3.3,Tiantan,2015-06-30 08:00:00,2015-06,No Rain
20434,2015,6,30,9,10.0,11.0,2.0,51.0,600.0,22.0,18.4,1001.6,14.3,0.2,W,1.8,Tiantan,2015-06-30 09:00:00,2015-06,No Rain
20435,2015,6,30,10,8.0,23.0,2.0,44.0,600.0,21.0,19.6,1001.6,14.4,0.2,WNW,2.2,Tiantan,2015-06-30 10:00:00,2015-06,No Rain
20467,2015,7,1,18,4.0,67.0,2.0,38.0,400.0,51.0,23.6,994.9,15.6,1.8,ESE,0.9,Tiantan,2015-07-01 18:00:00,2015-07,Light Rain
20538,2015,7,4,17,38.0,47.0,2.0,38.0,800.0,87.0,23.3,1004.4,12.3,0.2,SW,1.6,Tiantan,2015-07-04 17:00:00,2015-07,No Rain
20539,2015,7,4,18,37.0,37.0,2.0,32.0,800.0,78.0,21.4,1004.0,17.4,1.2,WSW,1.5,Tiantan,2015-07-04 18:00:00,2015-07,Light Rain
20540,2015,7,4,19,41.0,46.0,2.0,54.0,1000.0,49.0,21.8,1004.7,17.4,0.2,WNW,0.9,Tiantan,2015-07-04 19:00:00,2015-07,No Rain
20810,2015,7,16,1,49.0,76.0,2.0,37.0,700.0,103.0,25.3,1002.7,18.7,0.1,WNW,1.8,Tiantan,2015-07-16 01:00:00,2015-07,No Rain
20811,2015,7,16,2,57.0,77.0,2.0,37.0,800.0,62.0,23.0,1004.7,20.0,1.3,SW,2.7,Tiantan,2015-07-16 02:00:00,2015-07,Light Rain
20812,2015,7,16,3,58.0,58.0,2.0,28.0,700.0,84.0,22.2,1003.0,19.6,3.7,NW,3.7,Tiantan,2015-07-16 03:00:00,2015-07,Light Rain
20814,2015,7,16,5,53.0,53.0,2.0,27.0,800.0,102.0,21.9,1003.6,19.6,0.1,NE,1.6,Tiantan,2015-07-16 05:00:00,2015-07,No Rain
20815,2015,7,16,6,57.0,57.0,2.0,30.0,800.0,91.0,20.9,1004.0,19.2,0.2,N,2.4,Tiantan,2015-07-16 06:00:00,2015-07,No Rain
20816,2015,7,16,7,57.0,57.0,2.0,36.0,1000.0,101.0,21.1,1003.7,19.6,0.1,N,3.3,Tiantan,2015-07-16 07:00:00,2015-07,No Rain
20834,2015,7,17,1,61.0,61.0,2.0,47.0,1100.0,53.0,21.7,1004.1,20.2,3.2,NNE,1.7,Tiantan,2015-07-17 01:00:00,2015-07,Light Rain
20840,2015,7,17,7,27.0,27.0,3.0,53.0,700.0,20.0,21.7,1004.4,18.9,0.2,NW,1.1,Tiantan,2015-07-17 07:00:00,2015-07,No Rain
20841,2015,7,17,8,27.0,27.0,2.0,60.0,900.0,13.0,21.3,1004.2,18.7,0.8,N,1.6,Tiantan,2015-07-17 08:00:00,2015-07,No Rain
20842,2015,7,17,9,27.0,27.0,3.0,62.0,900.0,22.0,21.3,1004.2,19.0,0.3,NE,1.8,Tiantan,2015-07-17 09:00:00,2015-07,No Rain
20844,2015,7,17,11,26.0,26.0,3.0,66.0,1100.0,19.0,20.9,1004.6,19.7,3.3,WNW,1.7,Tiantan,2015-07-17 11:00:00,2015-07,Light Rain
20845,2015,7,17,12,34.0,34.0,3.0,68.0,1000.0,24.0,21.6,1004.0,19.5,0.8,NNW,1.9,Tiantan,2015-07-17 12:00:00,2015-07,No Rain
20846,2015,7,17,13,34.0,34.0,3.0,66.0,1000.0,32.0,22.4,1003.3,19.8,0.1,NW,1.6,Tiantan,2015-07-17 13:00:00,2015-07,No Rain
20856,2015,7,17,23,83.0,83.0,3.0,56.0,1400.0,42.0,23.5,1002.3,21.0,0.7,NE,0.2,Tiantan,2015-07-17 23:00:00,2015-07,No Rain
20857,2015,7,18,0,91.0,91.0,3.0,56.0,1400.0,48.0,23.1,1002.1,20.8,0.1,NW,1.6,Tiantan,2015-07-18 00:00:00,2015-07,No Rain
20858,2015,7,18,1,103.0,103.0,3.0,37.0,1300.0,63.0,22.1,1001.7,20.9,9.5,N,2.0,Tiantan,2015-07-18 01:00:00,2015-07,Heavy Rain
20860,2015,7,18,3,49.0,49.0,2.0,29.0,800.0,61.0,20.8,1001.5,20.3,0.2,E,0.6,Tiantan,2015-07-18 03:00:00,2015-07,No Rain
20861,2015,7,18,4,50.0,50.0,2.0,31.0,800.0,50.0,21.2,1002.1,20.7,2.8,SE,0.8,Tiantan,2015-07-18 04:00:00,2015-07,Light Rain
20862,2015,7,18,5,42.0,42.0,2.0,23.0,800.0,65.0,21.3,1002.2,21.0,7.9,WSW,1.3,Tiantan,2015-07-18 05:00:00,2015-07,Moderate Rain
20863,2015,7,18,6,46.0,46.0,2.0,31.0,800.0,56.0,21.1,1002.1,20.6,7.2,NNE,1.5,Tiantan,2015-07-18 06:00:00,2015-07,Moderate Rain
20864,2015,7,18,7,49.0,49.0,2.0,46.0,900.0,53.0,21.1,1002.5,20.4,0.3,NNE,1.0,Tiantan,2015-07-18 07:00:00,2015-07,No Rain
20874,2015,7,18,17,36.0,36.0,2.0,19.0,700.0,148.0,22.0,1001.2,19.4,1.7,NE,1.1,Tiantan,2015-07-18 17:00:00,2015-07,Light Rain
20875,2015,7,18,18,29.0,37.0,2.0,33.0,800.0,115.0,23.6,1001.6,20.5,0.1,E,0.3,Tiantan,2015-07-18 18:00:00,2015-07,No Rain
20881,2015,7,19,0,46.0,46.0,2.0,42.0,1000.0,47.0,22.0,1002.9,21.0,0.1,ESE,0.8,Tiantan,2015-07-19 00:00:00,2015-07,No Rain
20883,2015,7,19,2,68.0,68.0,2.0,53.0,1100.0,32.0,21.5,1002.9,20.7,5.2,ESE,1.5,Tiantan,2015-07-19 02:00:00,2015-07,Moderate Rain
20884,2015,7,19,3,72.0,72.0,2.0,55.0,1100.0,32.0,21.5,1002.9,20.8,1.1,ENE,0.8,Tiantan,2015-07-19 03:00:00,2015-07,Light Rain
20886,2015,7,19,5,65.0,65.0,2.0,54.0,1100.0,15.0,21.8,1003.4,21.3,0.2,ESE,0.8,Tiantan,2015-07-19 05:00:00,2015-07,No Rain
20887,2015,7,19,6,66.0,66.0,2.0,58.0,1100.0,12.0,21.6,1003.9,20.9,0.7,NNE,0.9,Tiantan,2015-07-19 06:00:00,2015-07,No Rain
20888,2015,7,19,7,73.0,73.0,2.0,65.0,1200.0,6.0,21.9,1004.0,21.4,0.3,NNE,0.8,Tiantan,2015-07-19 07:00:00,2015-07,No Rain
20890,2015,7,19,9,83.0,83.0,2.0,68.0,1300.0,4.0,22.2,1004.4,21.4,0.2,NE,1.2,Tiantan,2015-07-19 09:00:00,2015-07,No Rain
20898,2015,7,19,17,79.0,79.0,2.0,33.0,1000.0,130.0,23.5,1003.2,21.2,0.3,ESE,3.8,Tiantan,2015-07-19 17:00:00,2015-07,No Rain
20903,2015,7,19,22,53.0,72.0,2.0,38.0,800.0,59.0,22.7,1005.1,21.3,0.2,N,1.6,Tiantan,2015-07-19 22:00:00,2015-07,No Rain
20906,2015,7,20,1,91.0,91.0,2.0,40.0,1000.0,21.0,22.8,1004.1,21.8,0.7,NE,0.9,Tiantan,2015-07-20 01:00:00,2015-07,No Rain
20908,2015,7,20,3,97.0,97.0,2.0,36.0,900.0,11.0,22.8,1003.9,22.0,0.1,E,1.4,Tiantan,2015-07-20 03:00:00,2015-07,No Rain
20909,2015,7,20,4,89.0,89.0,2.0,26.0,800.0,33.0,22.8,1004.0,22.0,2.2,SSE,0.3,Tiantan,2015-07-20 04:00:00,2015-07,Light Rain
20928,2015,7,20,23,127.0,127.0,2.0,29.0,1200.0,107.0,24.9,1002.5,22.4,0.9,SSE,2.6,Tiantan,2015-07-20 23:00:00,2015-07,No Rain
20929,2015,7,21,0,132.0,132.0,2.0,29.0,1000.0,96.0,24.3,1002.7,22.7,0.2,SE,0.9,Tiantan,2015-07-21 00:00:00,2015-07,No Rain
20950,2015,7,21,21,48.0,48.0,2.0,18.0,600.0,130.0,24.1,1000.4,20.2,0.3,SW,3.9,Tiantan,2015-07-21 21:00:00,2015-07,No Rain
20974,2015,7,22,21,16.0,32.0,2.0,23.0,500.0,134.0,22.4,1001.1,20.3,0.7,SE,1.3,Tiantan,2015-07-22 21:00:00,2015-07,No Rain
20975,2015,7,22,22,20.0,24.0,2.0,31.0,600.0,86.0,22.3,1001.2,20.8,1.2,ENE,1.3,Tiantan,2015-07-22 22:00:00,2015-07,Light Rain
20976,2015,7,22,23,18.0,18.0,2.0,40.0,700.0,64.0,21.7,1001.2,20.9,2.1,ESE,0.9,Tiantan,2015-07-22 23:00:00,2015-07,Light Rain
20978,2015,7,23,1,34.0,34.0,2.0,35.0,800.0,48.0,21.7,1000.4,21.0,0.1,ESE,1.1,Tiantan,2015-07-23 01:00:00,2015-07,No Rain
21095,2015,7,27,22,28.0,28.0,2.0,22.0,700.0,130.0,23.9,1001.5,22.7,2.3,ESE,1.2,Tiantan,2015-07-27 22:00:00,2015-07,Light Rain
21096,2015,7,27,23,29.0,29.0,2.0,17.0,700.0,137.0,24.2,1001.3,22.5,2.0,NW,1.7,Tiantan,2015-07-27 23:00:00,2015-07,Light Rain
21097,2015,7,28,0,41.0,41.0,2.0,24.0,700.0,120.0,23.7,1000.8,22.9,1.6,NE,1.1,Tiantan,2015-07-28 00:00:00,2015-07,Light Rain
21098,2015,7,28,1,38.0,38.0,2.0,21.0,800.0,100.0,23.8,1000.7,23.1,0.6,E,1.1,Tiantan,2015-07-28 01:00:00,2015-07,No Rain
21099,2015,7,28,2,52.0,52.0,2.0,23.0,800.0,80.0,23.7,1000.0,23.2,0.1,NNE,1.2,Tiantan,2015-07-28 02:00:00,2015-07,No Rain
21102,2015,7,28,5,62.0,62.0,2.0,31.0,900.0,63.0,23.4,998.9,23.1,0.3,NE,1.1,Tiantan,2015-07-28 05:00:00,2015-07,No Rain
21105,2015,7,28,8,50.0,50.0,2.0,38.0,900.0,40.0,24.2,999.3,23.2,0.4,E,0.5,Tiantan,2015-07-28 08:00:00,2015-07,No Rain
21145,2015,7,30,0,33.0,33.0,2.0,14.0,600.0,125.0,24.8,998.4,22.1,6.9,WSW,2.7,Tiantan,2015-07-30 00:00:00,2015-07,Moderate Rain
21146,2015,7,30,1,17.0,17.0,2.0,16.0,600.0,120.0,24.2,997.4,22.8,0.1,SSE,1.4,Tiantan,2015-07-30 01:00:00,2015-07,No Rain
21159,2015,7,30,14,3.0,80.0,3.0,36.0,1600.0,113.0,27.1,1000.4,23.6,0.5,ENE,1.9,Tiantan,2015-07-30 14:00:00,2015-07,No Rain
21164,2015,7,30,19,3.0,5.0,2.0,39.0,700.0,113.0,22.0,1000.7,20.3,0.1,ENE,1.5,Tiantan,2015-07-30 19:00:00,2015-07,No Rain
21172,2015,7,31,3,3.0,37.0,2.0,26.0,600.0,50.0,21.7,1003.8,20.7,7.3,WSW,1.1,Tiantan,2015-07-31 03:00:00,2015-07,Moderate Rain
21173,2015,7,31,4,3.0,6.0,2.0,23.0,700.0,73.0,21.6,1003.6,20.8,5.2,NW,1.5,Tiantan,2015-07-31 04:00:00,2015-07,Moderate Rain
21214,2015,8,1,21,70.0,86.0,4.0,62.0,1400.0,37.0,24.1,1001.6,23.1,0.2,WNW,0.7,Tiantan,2015-08-01 21:00:00,2015-08,No Rain
21215,2015,8,1,22,74.0,74.0,3.0,48.0,1400.0,30.0,24.0,1001.9,23.1,0.9,NW,1.7,Tiantan,2015-08-01 22:00:00,2015-08,No Rain
21218,2015,8,2,1,42.0,42.0,2.0,33.0,1000.0,56.0,23.8,999.9,22.8,0.1,W,1.2,Tiantan,2015-08-02 01:00:00,2015-08,No Rain
21220,2015,8,2,3,52.0,52.0,2.0,26.0,900.0,47.0,23.4,999.0,22.9,0.1,E,1.3,Tiantan,2015-08-02 03:00:00,2015-08,No Rain
21221,2015,8,2,4,59.0,59.0,2.0,23.0,900.0,59.0,23.0,999.2,22.7,0.7,E,1.3,Tiantan,2015-08-02 04:00:00,2015-08,No Rain
21222,2015,8,2,5,65.0,65.0,2.0,42.0,1000.0,28.0,23.0,999.8,22.7,0.4,E,0.5,Tiantan,2015-08-02 05:00:00,2015-08,No Rain
21223,2015,8,2,6,51.0,51.0,3.0,39.0,1100.0,28.0,23.0,999.6,22.7,0.3,ENE,1.3,Tiantan,2015-08-02 06:00:00,2015-08,No Rain
21224,2015,8,2,7,47.0,47.0,3.0,43.0,1200.0,19.0,23.0,999.5,22.7,0.1,ENE,1.1,Tiantan,2015-08-02 07:00:00,2015-08,No Rain
21225,2015,8,2,8,45.0,45.0,3.0,49.0,1200.0,5.0,23.3,999.1,23.0,1.1,E,0.9,Tiantan,2015-08-02 08:00:00,2015-08,Light Rain
21226,2015,8,2,9,38.0,38.0,3.0,58.0,1200.0,4.0,23.4,999.7,23.1,0.1,NNW,1.0,Tiantan,2015-08-02 09:00:00,2015-08,No Rain
21258,2015,8,3,17,12.0,33.0,11.0,44.0,700.0,53.0,23.6,998.9,17.3,0.1,W,1.3,Tiantan,2015-08-03 17:00:00,2015-08,No Rain
21311,2015,8,5,22,63.0,63.0,5.0,29.0,800.0,122.0,25.0,1000.9,17.2,0.1,WNW,2.1,Tiantan,2015-08-05 22:00:00,2015-08,No Rain
21312,2015,8,5,23,23.0,23.0,2.0,27.0,500.0,121.0,21.3,1002.0,19.4,3.3,NE,2.3,Tiantan,2015-08-05 23:00:00,2015-08,Light Rain
21355,2015,8,7,18,99.0,99.0,5.0,19.0,1500.0,179.0,24.6,1006.6,21.9,4.3,NNE,3.6,Tiantan,2015-08-07 18:00:00,2015-08,Moderate Rain
21356,2015,8,7,19,84.0,84.0,5.0,35.0,1200.0,163.0,22.5,1008.2,19.5,6.9,E,3.9,Tiantan,2015-08-07 19:00:00,2015-08,Moderate Rain
21358,2015,8,7,21,23.0,23.0,2.0,36.0,700.0,102.0,20.2,1010.3,19.4,0.3,ENE,1.8,Tiantan,2015-08-07 21:00:00,2015-08,No Rain
21359,2015,8,7,22,26.0,26.0,2.0,47.0,900.0,73.0,20.4,1010.8,19.1,0.4,ENE,1.0,Tiantan,2015-08-07 22:00:00,2015-08,No Rain
21360,2015,8,7,23,27.0,27.0,2.0,46.0,800.0,61.0,19.8,1010.7,18.8,0.1,NNE,0.9,Tiantan,2015-08-07 23:00:00,2015-08,No Rain
21450,2015,8,11,17,55.0,55.0,6.0,14.0,1000.0,220.0,30.9,1002.3,20.5,0.2,SSW,3.8,Tiantan,2015-08-11 17:00:00,2015-08,No Rain
21630,2015,8,19,5,52.0,65.0,2.0,30.0,700.0,52.0,22.3,1007.8,19.5,0.1,ENE,1.0,Tiantan,2015-08-19 05:00:00,2015-08,No Rain
21631,2015,8,19,6,51.0,64.0,2.0,38.0,700.0,43.0,22.2,1008.5,20.3,0.1,NE,0.1,Tiantan,2015-08-19 06:00:00,2015-08,No Rain
21725,2015,8,23,4,33.0,33.0,10.0,33.0,1600.0,43.0,21.4,1004.2,18.8,0.1,ENE,2.0,Tiantan,2015-08-23 04:00:00,2015-08,No Rain
21726,2015,8,23,5,30.0,75.0,5.0,34.0,1300.0,43.0,20.8,1004.1,18.7,1.0,NNE,0.7,Tiantan,2015-08-23 05:00:00,2015-08,No Rain
21901,2015,8,30,12,33.0,38.0,4.0,30.0,1300.0,83.0,21.4,1008.4,18.2,0.4,ENE,1.9,Tiantan,2015-08-30 12:00:00,2015-08,No Rain
21902,2015,8,30,13,32.0,81.0,2.0,33.0,1400.0,69.0,22.8,1007.6,17.3,0.1,ENE,3.1,Tiantan,2015-08-30 13:00:00,2015-08,No Rain
21932,2015,8,31,19,28.0,33.0,2.0,51.0,1000.0,29.0,21.0,1008.4,18.9,0.1,E,1.6,Tiantan,2015-08-31 19:00:00,2015-08,No Rain
21933,2015,8,31,20,36.0,36.0,2.0,56.0,1000.0,20.0,19.9,1008.8,18.0,0.3,NE,0.9,Tiantan,2015-08-31 20:00:00,2015-08,No Rain
21934,2015,8,31,21,32.0,32.0,2.0,59.0,800.0,56.0,19.8,1009.5,18.3,0.1,E,3.5,Tiantan,2015-08-31 21:00:00,2015-08,No Rain
21935,2015,8,31,22,21.0,21.0,2.0,31.0,600.0,65.0,18.9,1009.3,17.9,2.5,NE,1.7,Tiantan,2015-08-31 22:00:00,2015-08,Light Rain
21936,2015,8,31,23,8.0,8.0,2.0,26.0,600.0,70.0,18.7,1009.3,17.9,1.4,NE,1.5,Tiantan,2015-08-31 23:00:00,2015-08,Light Rain
21937,2015,9,1,0,5.0,5.0,2.0,16.0,500.0,75.0,18.6,1009.2,17.6,0.9,N,1.9,Tiantan,2015-09-01 00:00:00,2015-09,No Rain
21938,2015,9,1,1,9.0,9.0,2.0,14.0,600.0,74.0,18.9,1009.0,17.9,0.6,N,1.7,Tiantan,2015-09-01 01:00:00,2015-09,No Rain
21939,2015,9,1,2,11.0,11.0,2.0,15.0,500.0,69.0,18.8,1008.8,17.8,0.7,N,1.9,Tiantan,2015-09-01 02:00:00,2015-09,No Rain
21940,2015,9,1,3,9.0,9.0,2.0,13.0,600.0,70.0,18.8,1008.8,17.6,0.3,NNE,1.3,Tiantan,2015-09-01 03:00:00,2015-09,No Rain
21941,2015,9,1,4,6.0,6.0,2.0,12.0,600.0,66.0,18.8,1008.4,17.8,0.5,NNE,2.0,Tiantan,2015-09-01 04:00:00,2015-09,No Rain
21942,2015,9,1,5,8.0,8.0,2.0,12.0,500.0,63.0,18.5,1008.1,17.7,0.3,N,2.2,Tiantan,2015-09-01 05:00:00,2015-09,No Rain
21943,2015,9,1,6,8.0,8.0,2.0,17.0,600.0,56.0,18.5,1008.2,17.5,0.2,N,2.3,Tiantan,2015-09-01 06:00:00,2015-09,No Rain
21944,2015,9,1,7,12.0,12.0,2.0,31.0,600.0,40.0,18.8,1008.4,17.5,0.6,NW,1.6,Tiantan,2015-09-01 07:00:00,2015-09,No Rain
21951,2015,9,1,14,8.0,13.0,2.0,19.0,500.0,58.0,21.6,1009.0,18.0,0.1,NNE,1.4,Tiantan,2015-09-01 14:00:00,2015-09,No Rain
22022,2015,9,4,13,86.0,86.0,8.0,42.0,3000.0,59.0,22.0,1007.6,19.5,0.8,E,2.3,Tiantan,2015-09-04 13:00:00,2015-09,No Rain
22023,2015,9,4,14,68.0,68.0,5.0,49.0,3800.0,38.0,21.2,1007.1,20.2,2.8,ESE,1.7,Tiantan,2015-09-04 14:00:00,2015-09,Light Rain
22024,2015,9,4,15,57.0,57.0,4.0,50.0,3400.0,43.0,20.9,1007.2,19.2,0.3,ESE,2.3,Tiantan,2015-09-04 15:00:00,2015-09,No Rain
22025,2015,9,4,16,44.0,44.0,3.0,41.0,2300.0,59.0,20.2,1006.9,19.4,1.6,E,3.5,Tiantan,2015-09-04 16:00:00,2015-09,Light Rain
22027,2015,9,4,18,18.0,18.0,2.0,29.0,1100.0,89.0,19.6,1007.4,18.9,6.3,ESE,2.0,Tiantan,2015-09-04 18:00:00,2015-09,Moderate Rain
22028,2015,9,4,19,45.0,45.0,2.0,42.0,2100.0,61.0,19.4,1007.2,18.9,0.9,E,1.8,Tiantan,2015-09-04 19:00:00,2015-09,No Rain
22029,2015,9,4,20,36.0,36.0,2.0,37.0,1900.0,59.0,19.4,1007.8,18.7,1.5,ESE,2.6,Tiantan,2015-09-04 20:00:00,2015-09,Light Rain
22030,2015,9,4,21,37.0,37.0,2.0,26.0,1700.0,71.0,19.5,1008.0,18.8,1.2,ESE,2.9,Tiantan,2015-09-04 21:00:00,2015-09,Light Rain
22031,2015,9,4,22,27.0,27.0,2.0,16.0,1000.0,94.0,19.2,1007.7,18.4,1.8,SE,3.0,Tiantan,2015-09-04 22:00:00,2015-09,Light Rain
22032,2015,9,4,23,23.0,23.0,2.0,16.0,800.0,93.0,18.8,1007.2,18.1,1.6,ESE,2.8,Tiantan,2015-09-04 23:00:00,2015-09,Light Rain
22033,2015,9,5,0,14.0,14.0,2.0,15.0,800.0,88.0,18.6,1006.8,18.1,3.2,ESE,2.7,Tiantan,2015-09-05 00:00:00,2015-09,Light Rain
22034,2015,9,5,1,14.0,14.0,2.0,15.0,700.0,82.0,18.3,1006.3,17.7,1.6,ESE,2.8,Tiantan,2015-09-05 01:00:00,2015-09,Light Rain
22035,2015,9,5,2,15.0,15.0,2.0,9.0,600.0,97.0,18.4,1005.9,17.4,0.5,ESE,2.0,Tiantan,2015-09-05 02:00:00,2015-09,No Rain
22036,2015,9,5,3,27.0,27.0,2.0,12.0,600.0,93.0,17.9,1005.7,16.9,1.0,ESE,2.3,Tiantan,2015-09-05 03:00:00,2015-09,No Rain
22037,2015,9,5,4,22.0,22.0,2.0,11.0,500.0,96.0,17.8,1005.3,17.3,1.4,E,2.2,Tiantan,2015-09-05 04:00:00,2015-09,Light Rain
22038,2015,9,5,5,25.0,25.0,2.0,10.0,500.0,94.0,17.8,1005.1,17.2,0.3,E,2.5,Tiantan,2015-09-05 05:00:00,2015-09,No Rain
22039,2015,9,5,6,19.0,19.0,2.0,11.0,700.0,95.0,17.9,1005.4,17.6,4.1,ESE,2.1,Tiantan,2015-09-05 06:00:00,2015-09,Moderate Rain
22040,2015,9,5,7,24.0,24.0,2.0,22.0,900.0,74.0,17.7,1005.8,17.4,3.4,ESE,2.6,Tiantan,2015-09-05 07:00:00,2015-09,Light Rain
22041,2015,9,5,8,18.0,18.0,2.0,19.0,600.0,93.0,17.7,1005.9,17.4,2.6,ESE,2.1,Tiantan,2015-09-05 08:00:00,2015-09,Light Rain
22042,2015,9,5,9,8.0,8.0,2.0,22.0,600.0,90.0,17.8,1006.2,17.5,2.3,ESE,2.2,Tiantan,2015-09-05 09:00:00,2015-09,Light Rain
22043,2015,9,5,10,16.0,16.0,2.0,26.0,900.0,80.0,17.9,1006.6,17.1,0.5,E,2.6,Tiantan,2015-09-05 10:00:00,2015-09,No Rain
22044,2015,9,5,11,23.0,23.0,2.0,25.0,1100.0,78.0,18.1,1006.7,16.9,0.1,ENE,1.5,Tiantan,2015-09-05 11:00:00,2015-09,No Rain
22048,2015,9,5,15,11.0,11.0,2.0,23.0,500.0,97.0,17.6,1007.1,14.5,0.1,ESE,2.1,Tiantan,2015-09-05 15:00:00,2015-09,No Rain
22052,2015,9,5,19,26.0,26.0,2.0,53.0,800.0,54.0,17.7,1008.0,15.7,0.1,WNW,1.6,Tiantan,2015-09-05 19:00:00,2015-09,No Rain
22053,2015,9,5,20,20.0,28.0,2.0,47.0,800.0,46.0,17.6,1008.7,15.8,0.1,WNW,1.2,Tiantan,2015-09-05 20:00:00,2015-09,No Rain
22151,2015,9,9,22,15.0,17.0,2.0,30.0,500.0,31.0,19.3,1018.3,14.1,0.1,NNE,2.1,Tiantan,2015-09-09 22:00:00,2015-09,No Rain
22160,2015,9,10,7,3.0,28.0,2.0,33.0,400.0,21.0,17.3,1018.3,14.2,0.4,E,0.9,Tiantan,2015-09-10 07:00:00,2015-09,No Rain
22163,2015,9,10,10,7.0,31.0,3.0,45.0,600.0,9.0,18.0,1018.2,14.5,0.2,NNW,1.7,Tiantan,2015-09-10 10:00:00,2015-09,No Rain
22164,2015,9,10,11,15.0,22.0,3.0,48.0,600.0,13.0,17.8,1018.5,13.7,0.1,NNW,2.6,Tiantan,2015-09-10 11:00:00,2015-09,No Rain
22165,2015,9,10,12,8.0,20.0,3.0,40.0,500.0,26.0,16.7,1019.2,13.4,0.7,NW,2.5,Tiantan,2015-09-10 12:00:00,2015-09,No Rain
22166,2015,9,10,13,17.0,17.0,3.0,47.0,600.0,24.0,16.6,1018.5,12.7,0.6,NW,2.0,Tiantan,2015-09-10 13:00:00,2015-09,No Rain
22167,2015,9,10,14,16.0,18.0,3.0,49.0,600.0,20.0,16.6,1017.8,11.9,0.4,NNW,1.9,Tiantan,2015-09-10 14:00:00,2015-09,No Rain
22170,2015,9,10,17,11.0,11.0,2.0,48.0,500.0,27.0,15.9,1015.9,12.1,0.6,NW,2.4,Tiantan,2015-09-10 17:00:00,2015-09,No Rain
22171,2015,9,10,18,9.0,11.0,2.0,52.0,500.0,28.0,14.7,1016.1,11.5,0.9,NW,3.1,Tiantan,2015-09-10 18:00:00,2015-09,No Rain
